label,packaged_model_name,seed_a,seed_b,val_rel_score,test_rel_score,val_abs_loss,test_abs_loss
selected_val_142_62,lstm_pair_selected_val_142_62,lstm_seed_142,lstm_seed_62,0.03036735952862102,-0.000559200684274952,0.014687858562683688,0.01695486376120244
frontier_122_72,lstm_pair_frontier_122_72,lstm_seed_122,lstm_seed_72,0.01893445506160163,0.03883391903338351,0.01486104258801788,0.016287332067440728
balanced_102_82,lstm_pair_balanced_102_82,lstm_seed_102,lstm_seed_82,0.011452017338598575,0.02917556406531785,0.01497438549995423,0.01645099663874135
