variant,rel_score_mean,rel_score_std,DA_mean,n_seeds,description
rich_feat,0.030413936448503785,0.003744882214285671,0.5081942261560096,5,"DEFAULT + vwap_gap_20/above_ma_200/alpha_sector/cs_ranks, [64,32], w=15"
