Date,label,equity,buy_hold_equity,trade_return,actual,is_trade
2025-01-02,imp_lower_shadow_atr_gap:lstm,1.0,0.977824735,-0.0,-0.022175265,0
2025-01-03,imp_lower_shadow_atr_gap:lstm,1.0,0.9186906355215153,-0.0,-0.060475152,0
2025-01-06,imp_lower_shadow_atr_gap:lstm,1.0,0.9334741188714077,0.0,0.016091906,0
2025-01-07,imp_lower_shadow_atr_gap:lstm,1.0,0.9303062356414161,-0.0,-0.0033936487,0
2025-01-08,imp_lower_shadow_atr_gap:lstm,1.0,0.9197465686493529,-0.0,-0.011350743,0
2025-01-09,imp_lower_shadow_atr_gap:lstm,1.0,0.9229144517557518,0.0,0.0034443,0
2025-01-10,imp_lower_shadow_atr_gap:lstm,1.0,0.9229144517557518,0.0,0.0,0
2025-01-13,imp_lower_shadow_atr_gap:lstm,1.0,0.9081309699555996,-0.0,-0.016018258,0
2025-01-14,imp_lower_shadow_atr_gap:lstm,1.0,0.9144667363749985,0.0,0.00697671,0
2025-01-15,imp_lower_shadow_atr_gap:lstm,1.0,0.9186906362831129,0.0,0.004618976,0
2025-01-16,imp_lower_shadow_atr_gap:lstm,1.0,0.9355860690696025,0.0,0.018390775,0
2025-01-17,imp_lower_shadow_atr_gap:lstm,1.0,0.9482576851481102,0.0,0.013544041,0
2025-01-20,imp_lower_shadow_atr_gap:lstm,1.0,0.9366420021597596,-0.0,-0.0122495005,0
2025-01-21,imp_lower_shadow_atr_gap:lstm,1.0,0.9545934504859369,0.0,0.019165752,0
2025-01-22,imp_lower_shadow_atr_gap:lstm,1.0,0.9461457342210465,-0.0,-0.0088495435,0
2025-01-23,imp_lower_shadow_atr_gap:lstm,1.0,0.9334741179401121,-0.0,-0.01339288,0
2025-01-24,imp_lower_shadow_atr_gap:lstm,1.0,0.9419218337402078,0.0,0.009049759,0
2025-02-03,imp_lower_shadow_atr_gap:lstm,1.0,0.954593449770361,0.0,0.013452938,0
2025-02-04,imp_lower_shadow_atr_gap:lstm,1.0,0.9503695498776187,-0.0,-0.0044248155,0
2025-02-05,imp_lower_shadow_atr_gap:lstm,1.0,0.9926082151238507,0.0,0.044444464,0
2025-02-06,imp_lower_shadow_atr_gap:lstm,1.0,0.9978880481039348,0.0,0.005319151,0
2025-02-07,imp_lower_shadow_atr_gap:lstm,1.0,0.98099261496487,-0.0,-0.016931191,0
2025-02-10,imp_lower_shadow_atr_gap:lstm,1.0,1.026399162868697,0.0,0.04628633,0
2025-02-11,imp_lower_shadow_atr_gap:lstm,1.0,1.013727546723669,-0.0,-0.0123457,0
2025-02-12,imp_lower_shadow_atr_gap:lstm,1.0,1.011615596729593,-0.0,-0.0020833507,0
2025-02-13,imp_lower_shadow_atr_gap:lstm,1.0,1.0158394964921778,0.0,0.0041754,0
2025-02-14,imp_lower_shadow_atr_gap:lstm,1.0,1.030622979225283,0.0,0.014552971,0
2025-02-17,imp_lower_shadow_atr_gap:lstm,1.0,1.0316789958271557,0.0,0.0010246391,0
2025-02-18,imp_lower_shadow_atr_gap:lstm,1.0,1.013727547108631,-0.0,-0.017400227,0
2025-02-19,imp_lower_shadow_atr_gap:lstm,1.0,1.0401267124564364,0.0,0.026041677,0
2025-02-20,imp_lower_shadow_atr_gap:lstm,1.0,1.0242872125042832,-0.0,-0.015228433,0
2025-02-21,imp_lower_shadow_atr_gap:lstm,1.0,1.0158394959050032,-0.0,-0.00824741,0
2025-02-24,imp_lower_shadow_atr_gap:lstm,1.0,1.008447712690136,-0.0,-0.0072765267,0
2025-02-25,imp_lower_shadow_atr_gap:lstm,1.0,1.013727546072711,0.0,0.0052356045,0
2025-02-26,imp_lower_shadow_atr_gap:lstm,1.0,1.0116155960799913,-0.0,-0.0020833507,0
2025-02-27,imp_lower_shadow_atr_gap:lstm,1.0,1.0116155960799913,0.0,0.0,0
2025-02-28,imp_lower_shadow_atr_gap:lstm,1.0,1.0010559296327892,-0.0,-0.010438418,0
2025-03-03,imp_lower_shadow_atr_gap:lstm,1.0,0.9936642297508058,-0.0,-0.007383903,0
2025-03-04,imp_lower_shadow_atr_gap:lstm,1.0,0.9767687143982808,-0.0,-0.017003244,0
2025-03-05,imp_lower_shadow_atr_gap:lstm,1.0,0.9841604976001366,0.0,0.007567588,0
2025-03-06,imp_lower_shadow_atr_gap:lstm,1.0,0.9841604976001366,0.0,0.0,0
2025-03-07,imp_lower_shadow_atr_gap:lstm,1.0,0.9704329486776081,-0.0,-0.013948486,0
2025-03-10,imp_lower_shadow_atr_gap:lstm,1.0,0.9841604981125789,0.0,0.014145799,0
2025-03-11,imp_lower_shadow_atr_gap:lstm,1.0,1.032734930331128,0.0,0.04935621,0
2025-03-12,imp_lower_shadow_atr_gap:lstm,1.0,1.01795144753522,-0.0,-0.014314886,0
2025-03-13,imp_lower_shadow_atr_gap:lstm,1.0,1.01795144753522,0.0,0.0,0
2025-03-14,imp_lower_shadow_atr_gap:lstm,1.0,1.0010559322179102,-0.0,-0.016597565,0
2025-03-17,imp_lower_shadow_atr_gap:lstm,1.0,1.0137275484719077,0.0,0.01265825,0
2025-03-18,imp_lower_shadow_atr_gap:lstm,1.0,1.0834213113469862,0.0,0.068749994,0
2025-03-19,imp_lower_shadow_atr_gap:lstm,1.0,1.098204877913278,0.0,0.013645261,0
2025-03-20,imp_lower_shadow_atr_gap:lstm,1.0,1.0897571613630073,-0.0,-0.0076922956,0
2025-03-21,imp_lower_shadow_atr_gap:lstm,1.0,1.013727550402757,-0.0,-0.06976748,0
2025-03-24,imp_lower_shadow_atr_gap:lstm,1.0,0.9535375176466954,-0.0,-0.05937496,0
2025-03-25,imp_lower_shadow_atr_gap:lstm,1.0,0.9630411667228752,0.0,0.009966728,0
2025-03-26,imp_lower_shadow_atr_gap:lstm,1.0010965436,0.9640971833507818,0.0010965436,0.0010965436,1
2025-03-27,imp_lower_shadow_atr_gap:lstm,0.9989035430132347,0.9619852335070793,-0.0021905985,-0.0021905985,1
2025-03-28,imp_lower_shadow_atr_gap:lstm,0.9769737095257587,0.940865901079262,-0.021953905,-0.021953905,1
2025-03-31,imp_lower_shadow_atr_gap:lstm,0.9769737095257587,0.9503695508522936,0.0,0.010100961,0
2025-04-01,imp_lower_shadow_atr_gap:lstm,0.9769737095257587,0.9556493840134874,0.0,0.005555558,0
2025-04-02,imp_lower_shadow_atr_gap:lstm,0.9769737095257587,0.8891235054188228,-0.0,-0.06961327,0
2025-04-03,imp_lower_shadow_atr_gap:lstm,0.9769737095257587,0.8796198558755164,-0.0,-0.0106887845,0
