Date,label,equity,buy_hold_equity,trade_return,actual,is_trade
2025-01-02,vhm_gap_open_upper_shadow:linear_regression,1.0,1.0,0.0,0.0,0
2025-01-03,vhm_gap_open_upper_shadow:linear_regression,1.0,1.0,0.0,0.0,0
2025-01-06,vhm_gap_open_upper_shadow:linear_regression,1.0,1.0,0.0,0.0,0
2025-01-07,vhm_gap_open_upper_shadow:linear_regression,1.0,1.0,0.0,0.0,0
2025-01-08,vhm_gap_open_upper_shadow:linear_regression,1.0,1.01,0.0,0.01,0
2025-01-09,vhm_gap_open_upper_shadow:linear_regression,1.0,1.0000000001,-0.0,-0.00990099,0
2025-01-10,vhm_gap_open_upper_shadow:linear_regression,1.0,1.0000000001,0.0,0.0,0
2025-01-13,vhm_gap_open_upper_shadow:linear_regression,1.0,1.0000000001,0.0,0.0,0
2025-01-14,vhm_gap_open_upper_shadow:linear_regression,1.0,1.0000000001,0.0,0.0,0
2025-01-15,vhm_gap_open_upper_shadow:linear_regression,1.0,1.0000000001,0.0,0.0,0
2025-01-16,vhm_gap_open_upper_shadow:linear_regression,1.0,1.00250000010025,0.0,0.0025,0
2025-01-17,vhm_gap_open_upper_shadow:linear_regression,1.0,0.99999999998575,-0.0,-0.0024937657,0
2025-01-20,vhm_gap_open_upper_shadow:linear_regression,1.0,0.99999999998575,0.0,0.0,0
2025-01-21,vhm_gap_open_upper_shadow:linear_regression,1.0,0.9874999999859281,-0.0,-0.0125,0
2025-01-22,vhm_gap_open_upper_shadow:linear_regression,1.0,0.9874999999859281,0.0,0.0,0
2025-01-23,vhm_gap_open_upper_shadow:linear_regression,1.0,0.9874999999859281,0.0,0.0,0
2025-01-24,vhm_gap_open_upper_shadow:linear_regression,1.0,0.9749999998361062,-0.0,-0.012658228,0
2025-02-03,vhm_gap_open_upper_shadow:linear_regression,1.0,0.9687499997496567,-0.0,-0.0064102565,0
2025-02-04,vhm_gap_open_upper_shadow:linear_regression,1.0,0.9712499998833856,0.0,0.0025806453,0
2025-02-05,vhm_gap_open_upper_shadow:linear_regression,1.0,0.9699999998709106,-0.0,-0.0012870013,0
2025-02-06,vhm_gap_open_upper_shadow:linear_regression,1.0,0.9687499998650769,-0.0,-0.0012886598,0
2025-02-07,vhm_gap_open_upper_shadow:linear_regression,1.0,0.9449999989308847,-0.0,-0.02451613,0
2025-02-10,vhm_gap_open_upper_shadow:linear_regression,1.0,0.9437499989537989,-0.0,-0.0013227513,0
2025-02-11,vhm_gap_open_upper_shadow:linear_regression,1.0,0.9499999989881204,0.0,0.0066225166,0
2025-02-12,vhm_gap_open_upper_shadow:linear_regression,1.0,0.9687499979181491,0.0,0.019736841,0
2025-02-13,vhm_gap_open_upper_shadow:linear_regression,1.0,0.9699999979342129,0.0,0.0012903226,0
2025-02-14,vhm_gap_open_upper_shadow:linear_regression,1.0,0.9699999979342129,0.0,0.0,0
2025-02-17,vhm_gap_open_upper_shadow:linear_regression,1.0,0.9724999978438887,0.0,0.0025773195,0
2025-02-18,vhm_gap_open_upper_shadow:linear_regression,1.0,0.9774999976628033,0.0,0.005141388,0
2025-02-19,vhm_gap_open_upper_shadow:linear_regression,1.0,1.0137499985761296,0.0,0.0370844,0
2025-02-20,vhm_gap_open_upper_shadow:linear_regression,1.0,1.007499998395783,-0.0,-0.0061652283,0
2025-02-21,vhm_gap_open_upper_shadow:linear_regression,1.0,1.0062499983867734,-0.0,-0.0012406948,0
2025-02-24,vhm_gap_open_upper_shadow:linear_regression,1.0,1.0187499986198583,0.0,0.0124223605,0
2025-02-25,vhm_gap_open_upper_shadow:linear_regression,1.0,1.0174999985859268,-0.0,-0.0012269939,0
2025-02-26,vhm_gap_open_upper_shadow:linear_regression,1.0,1.0262499989812663,0.0,0.008599509,0
2025-02-27,vhm_gap_open_upper_shadow:linear_regression,1.0,1.029999998988044,0.0,0.0036540804,0
2025-02-28,vhm_gap_open_upper_shadow:linear_regression,1.0,1.0637499986548853,0.0,0.03276699,0
2025-03-03,vhm_gap_open_upper_shadow:linear_regression,1.0,1.0512499979431915,-0.0,-0.011750882,0
2025-03-04,vhm_gap_open_upper_shadow:linear_regression,1.0,1.0674999980720228,0.0,0.0154577885,0
2025-03-05,vhm_gap_open_upper_shadow:linear_regression,1.0,1.089999997633886,0.0,0.021077283,0
2025-03-06,vhm_gap_open_upper_shadow:linear_regression,1.0,1.1237499989206232,0.0,0.030963304,0
2025-03-07,vhm_gap_open_upper_shadow:linear_regression,1.0,1.1324999990628437,0.0,0.0077864295,0
2025-03-10,vhm_gap_open_upper_shadow:linear_regression,1.0,1.1374999990162062,0.0,0.004415011,0
2025-03-11,vhm_gap_open_upper_shadow:linear_regression,1.0,1.1737500014098545,0.0,0.031868134,0
2025-03-12,vhm_gap_open_upper_shadow:linear_regression,1.0,1.1950000022016292,0.0,0.018104367,0
2025-03-13,vhm_gap_open_upper_shadow:linear_regression,1.0,1.197500002195235,0.0,0.0020920502,0
2025-03-14,vhm_gap_open_upper_shadow:linear_regression,1.0,1.1950000021574019,-0.0,-0.0020876827,0
2025-03-17,vhm_gap_open_upper_shadow:linear_regression,1.0,1.1825000021898349,-0.0,-0.010460251,0
2025-03-18,vhm_gap_open_upper_shadow:linear_regression,1.0,1.1837500021301497,0.0,0.0010570824,0
2025-03-19,vhm_gap_open_upper_shadow:linear_regression,1.0,1.1837500021301497,0.0,0.0,0
2025-03-20,vhm_gap_open_upper_shadow:linear_regression,1.0,1.2062500024506384,0.0,0.019007392,0
2025-03-21,vhm_gap_open_upper_shadow:linear_regression,1.0,1.2824999962930492,0.0,0.06321243,0
2025-03-24,vhm_gap_open_upper_shadow:linear_regression,1.0,1.287499996307347,0.0,0.0038986355,0
2025-03-25,vhm_gap_open_upper_shadow:linear_regression,1.0,1.287499996307347,0.0,0.0,0
2025-03-26,vhm_gap_open_upper_shadow:linear_regression,1.0,1.2799999966101077,-0.0,-0.0058252425,0
2025-03-27,vhm_gap_open_upper_shadow:linear_regression,1.0,1.2799999966101077,0.0,0.0,0
2025-03-28,vhm_gap_open_upper_shadow:linear_regression,1.0,1.2824999966034867,0.0,0.001953125,0
2025-03-31,vhm_gap_open_upper_shadow:linear_regression,1.0,1.3249999944909316,0.0,0.0331384,0
2025-04-01,vhm_gap_open_upper_shadow:linear_regression,1.0,1.3249999944909316,0.0,0.0,0
2025-04-02,vhm_gap_open_upper_shadow:linear_regression,1.0,1.232499995875527,-0.0,-0.06981132,0
2025-04-03,vhm_gap_open_upper_shadow:linear_regression,1.0,1.2574999974443664,0.0,0.020283977,0
2025-04-04,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.1749999999120322,0.06560636,-0.06560636,1
2025-04-08,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.2125000003592248,0.0,0.031914894,0
2025-04-09,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.2949999978211668,0.0,0.068041235,0
2025-04-10,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.3374999979846607,0.0,0.032818533,0
2025-04-11,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.4299999998452821,0.0,0.06915888,0
2025-04-14,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.4374999994944708,0.0,0.005244755,0
2025-04-15,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.4125000000032626,-0.0,-0.017391304,0
2025-04-16,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.4199999999845299,0.0,0.0053097345,0
2025-04-17,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.37500000118502,-0.0,-0.03169014,0
2025-04-18,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.37500000118502,0.0,0.0,1
2025-04-21,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.4375000033638847,0.0,0.045454547,0
2025-04-22,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.4625000029223871,0.0,0.017391304,0
2025-04-23,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.5300000042947666,0.0,0.046153847,0
2025-04-24,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.5575000055819603,0.0,0.017973857,0
2025-04-25,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.4625000061614877,-0.0,-0.060995184,0
2025-04-28,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.4600000061647052,-0.0,-0.0017094017,0
2025-04-29,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.522500007628605,0.0,0.04280822,0
2025-05-05,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.522500007628605,0.0,0.0,0
2025-05-06,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.550000008721396,0.0,0.018062398,0
2025-05-07,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.5550000086695295,0.0,0.0032258064,0
2025-05-08,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.5550000086695295,0.0,0.0,0
2025-05-09,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.5575000086184676,0.0,0.001607717,0
2025-05-12,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.550000008436466,-0.0,-0.0048154094,0
2025-05-13,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.5100000091687507,-0.0,-0.025806451,0
2025-05-14,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.4500000078044295,-0.0,-0.0397351,0
2025-05-15,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.4500000078044295,0.0,0.0,0
2025-05-16,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.470000007262077,0.0,0.013793103,0
2025-05-19,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.5725000060684462,0.0,0.06972789,0
2025-05-20,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.6824999982429478,0.0,0.0699523,0
2025-05-21,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.7024999985445617,0.0,0.011887073,0
2025-05-22,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.7199999994346014,0.0,0.010279002,0
2025-05-23,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.8375000037159765,0.0,0.068313956,0
2025-05-26,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.8575000042314227,0.0,0.010884354,0
2025-05-27,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.8925000037861532,0.0,0.01884253,0
2025-05-28,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.9225000027936716,0.0,0.015852047,0
2025-05-29,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.9400000031666018,0.0,0.009102731,0
2025-05-30,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.9250000030701178,-0.0,-0.0077319588,0
2025-06-02,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.9400000034940406,0.0,0.007792208,0
2025-06-03,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.9275000034115275,-0.0,-0.006443299,0
2025-06-04,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.9200000033667532,-0.0,-0.0038910506,0
2025-06-05,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.900000002691683,-0.0,-0.010416667,0
2025-06-06,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.7674999951039736,-0.0,-0.069736846,0
2025-06-09,vhm_gap_open_upper_shadow:linear_regression,1.06560636,1.814999995002397,0.0,0.026874116,0
