run_name,model,threshold,coverage,trade_count,final_equity,buy_hold_equity,avg_trade_return,directional_accuracy_when_trading
vhm_return_5d_gap_open_upper_shadow,lstm,0.02,0.4271523178807947,129,82.40791760849964,118.8897691825131,0.03800105113023255,0.7286821705426356
vhm_return_5d_gap_open_upper_shadow,linear_regression,0.02,0.23841059602649006,72,4.9651386311680294,118.8897691825131,0.02633882685833333,0.6805555555555556
vhm_gap_open_upper_shadow,lstm,0.005,0.37254901960784315,114,2.4187354657679587,2.7549999231994273,0.008376522637719298,0.6754385964912281
vhm_gap_open_upper_shadow,linear_regression,0.015,0.0457516339869281,14,1.2334852462395278,2.7549999231994273,0.016180765707142854,0.7857142857142857
