model,threshold,holding_period,trade_count,coverage,directional_accuracy,avg_actual_return,avg_strategy_return,cumulative_strategy_return,final_equity,sampled_buy_hold_equity
arima,0.0,3,91,0.2993421052631579,0.5054945054945055,-0.000858780195604395,-0.000858780195604395,-0.07814899779999994,0.8272842998622153,0.8272842998622153
arima,0.0025,3,77,0.2532894736842105,0.5324675324675324,0.0008000377077922083,0.0008000377077922083,0.061602903500000035,0.9834171411960352,0.9834171411960352
arima,0.005,3,63,0.20723684210526316,0.5396825396825397,2.8618861904761805e-05,2.8618861904761805e-05,0.0018029882999999938,0.9505173145944678,0.9505173145944678
arima,0.01,3,25,0.08223684210526316,0.44,-0.00263835388,-0.00263835388,-0.065958847,0.9136177458698814,0.9136177458698814
arima,0.015,3,6,0.019736842105263157,0.6666666666666666,-0.005847060833333333,-0.005847060833333333,-0.035082365,0.959648623596097,0.959648623596097
arima,0.02,3,2,0.006578947368421052,0.5,0.0037042359999999996,0.0037042359999999996,0.007408471999999999,1.0069153585555515,1.0069153585555515
linear_regression,0.0,3,87,0.28618421052631576,0.5287356321839081,0.0003903033126436783,0.0003903033126436783,0.033956388200000014,0.9174683128552948,0.9174683128552948
linear_regression,0.0025,3,80,0.2631578947368421,0.55,0.005665277915,0.005665277915,0.4532222332,1.4387637427336664,1.4387637427336664
linear_regression,0.005,3,70,0.23026315789473684,0.5571428571428572,0.003091304401428572,0.003091304401428572,0.21639130810000004,1.1512849979647755,1.1512849979647755
linear_regression,0.01,3,43,0.14144736842105263,0.5116279069767442,0.0026248740418604657,0.0026248740418604657,0.11286958380000003,1.0729607453773375,1.0729607453773375
linear_regression,0.015,3,29,0.09539473684210527,0.5172413793103449,0.0014132199862068964,0.0014132199862068964,0.040983379599999994,1.0111261227282824,1.0111261227282824
linear_regression,0.02,3,12,0.039473684210526314,0.5,0.008223864166666666,0.008223864166666666,0.09868637,1.0902379401326627,1.0902379401326627
lstm,0.0,3,79,0.2598684210526316,0.5822784810126582,0.00171041615443038,0.00171041615443038,0.13512287620000002,1.0572758638359967,1.0572758638359967
lstm,0.0025,3,60,0.19736842105263158,0.55,0.002694815028333334,0.002694815028333334,0.16168890170000005,1.08683687608778,1.08683687608778
lstm,0.005,3,40,0.13157894736842105,0.575,0.013173912962500001,0.013173912962500001,0.5269565185,1.5947185681061264,1.5947185681061264
lstm,0.01,3,13,0.04276315789473684,0.6923076923076923,0.017111321515384616,0.017111321515384616,0.2224471797,1.2175686141015445,1.2175686141015445
lstm,0.015,3,0,0.0,,,,0.0,1.0,1.0
lstm,0.02,3,0,0.0,,,,0.0,1.0,1.0
