candidate,rel_score_mean,rel_score_std,daily_q90_median_mean,daily_q90_p90_mean,daily_q90_max_mean,days_ge_3p5_mean,days_ge_5_mean,days_ge_7_mean,days_ge_8_mean,rate_ge_3p5_mean
residual_oracle,0.21577608952216218,0.002349625042260512,0.032438978756666674,0.04674771002506669,0.07913726384666668,266.0,44.0,1.0,0.3333333333333333,0.40364188163884673
stressaux_w20,0.024767544102766898,0.00720226689960395,0.03690483848566667,0.06393347929053333,0.09442062846666667,363.3333333333333,166.66666666666666,29.0,7.666666666666667,0.5513404147698533
residual_lagged_ar1,0.02436468136418805,0.0037409727063505475,0.03703835646566667,0.06391685135000001,0.10677424480000001,365.3333333333333,160.33333333333334,33.333333333333336,10.0,0.5543753161355589
tail_loss,0.022709022639008647,0.006887899844101295,0.037148266245666674,0.06398574504293335,0.09868899913333333,363.3333333333333,164.0,31.333333333333332,8.0,0.5513404147698533
zero_prediction_floor,0.0,0.0,0.037329839700000006,0.0683981948,0.0699300148,359.0,171.0,0.0,0.0,0.5447647951441578
