model,train_rel_score,val_rel_score,test_rel_score,train_minus_val,val_minus_test,train_minus_test,train_directional_accuracy,val_directional_accuracy,test_directional_accuracy
lstm,0.0013846381577129474,-0.010722545365785319,0.00626339260898634,0.012107183523498266,-0.01698593797477166,-0.004878754451273393,0.41967871485943775,0.40546006066734075,0.445822994210091
linear_regression,-0.01418366211195643,-0.04412554950110992,-0.050367277997765525,0.029941887389153488,0.0062417284966556075,0.036183615885809095,0.42522470835723847,0.4277047522750253,0.40281224152191897
arima,-0.0018624209224249455,-0.0067726602042517126,-0.006666353626827881,0.004910239281826767,-0.00010630657742383143,0.004803932704402936,0.41814878561866514,0.39838220424671383,0.4218362282878412
lstm_ensemble,0.00584007064427472,-0.000587950782642066,0.023793653214296717,0.006428021426916786,-0.024381603996938783,-0.017953582570021998,0.4509466437177281,0.42972699696663297,0.4904880066170389
lstm_seed_42,0.0003375712705904199,0.006122181427260731,0.014320616670499442,-0.005784610156670311,-0.008198435243238711,-0.013983045399909022,0.4413845859628992,0.45096056622851366,0.46153846153846156
lstm_seed_52,0.0013464380623968708,-0.005077921547000264,0.015118847731132146,0.0064243596093971345,-0.02019676927813241,-0.013772409668735275,0.4330655957161981,0.4236602628918099,0.45822994210090984
lstm_seed_62,0.0009370663683303526,-0.007351836430825598,0.016346581686252137,0.00828890279915595,-0.023698418117077735,-0.015409515317921785,0.43966341556703004,0.4448938321536906,0.46567411083540117
lstm_seed_72,0.004137035938045597,-0.0026152190174133505,-0.008321671186248825,0.006752254955458947,0.005706452168835474,0.012458707124294421,0.4390896921017403,0.42163801820020225,0.43424317617866004
lstm_seed_82,-0.0005999288317768414,-0.012096702385896219,0.013638563654369218,0.011496773554119377,-0.025735266040265437,-0.01423849248614606,0.4330655957161981,0.42669362992922144,0.47642679900744417
lstm_seed_92,0.0014832998236211647,0.001669222806538806,0.00732059635226634,-0.0001859229829176412,-0.005651373545727534,-0.005837296528645175,0.44932109389940716,0.41759352881698686,0.47973531844499584
lstm_seed_102,0.0013846381577129474,-0.010722545365785319,0.00626339260898634,0.012107183523498266,-0.01698593797477166,-0.004878754451273393,0.41967871485943775,0.40546006066734075,0.445822994210091
lstm_seed_112,0.000984990124846763,-0.007772380511302357,0.006371186675084184,0.00875737063614912,-0.014143567186386541,-0.005386196550237421,0.4483648881239243,0.43377148634984836,0.4739454094292804
lstm_best_by_val,0.0003375712705904199,0.006122181427260731,0.014320616670499442,-0.005784610156670311,-0.008198435243238711,-0.013983045399909022,0.4413845859628992,0.45096056622851366,0.46153846153846156
lstm_top2_by_val,0.003092769049306776,-0.0006801152750512962,0.02110054971290254,0.0037728843243580723,-0.021780664987953835,-0.018007780663595763,0.45123350545037294,0.43377148634984836,0.47808105872622003
lstm_signmag,0.004909960102312594,-0.009711436455598133,0.009041923021153808,0.014621396557910726,-0.01875335947675194,-0.004131962918841214,0.4347867661120673,0.39838220424671383,0.46898263027295284
lstm_signmag_ensemble,0.0033250688543684515,-0.001079540245332744,0.019992160057990982,0.0044046090997011955,-0.021071700303323726,-0.01666709120362253,0.45027729967489005,0.41456016177957533,0.47229114971050457
lstm_signmag_seed_42,0.001157165128771509,0.002115564883046428,-0.0075130433859338375,-0.000958399754274919,0.009628608268980265,0.008670208514705346,0.4440619621342513,0.43073811931243683,0.46484698097601324
lstm_signmag_seed_52,0.0003813646961635664,0.007980102484309581,0.019296562821950358,-0.007598737788146015,-0.011316460337640777,-0.018915198125786792,0.4440619621342513,0.41354903943377147,0.44168734491315137
lstm_signmag_seed_62,0.002243184416072297,0.00579176533984227,0.008072977265700887,-0.003548580923769973,-0.002281211925858617,-0.00582979284962859,0.4367947982405814,0.4408493427704752,0.46071133167907363
lstm_signmag_seed_72,0.0024327725240781417,0.003706379462566356,0.005839036056162095,-0.0012736069384882143,-0.0021326565935957387,-0.003406263532083953,0.4350736278447122,0.4256825075834176,0.45409429280397023
lstm_signmag_seed_82,0.0009684135258920534,-0.0028806208849936343,0.008938525646162154,0.0038490344108856878,-0.011819146531155789,-0.0079701121202701,0.44014151845477145,0.43377148634984836,0.4739454094292804
lstm_signmag_seed_92,0.0011266915686841683,-0.012274038739567672,0.013431317138135612,0.01340073030825184,-0.025705355877703284,-0.012304625569451444,0.4228341939185313,0.4064711830131446,0.4334160463192721
lstm_signmag_seed_102,0.004909960102312594,-0.009711436455598133,0.009041923021153808,0.014621396557910726,-0.01875335947675194,-0.004131962918841214,0.4347867661120673,0.39838220424671383,0.46898263027295284
lstm_signmag_seed_112,-0.0017154015605975736,0.0038345494969169724,-0.011900072947328866,-0.005549951057514546,0.015734622444245838,0.010184671386731292,0.4323006310958118,0.4287158746208291,0.45409429280397023
lstm_signmag_best_by_val,0.0003813646961635664,0.007980102484309581,0.019296562821950358,-0.007598737788146015,-0.011316460337640777,-0.018915198125786792,0.4440619621342513,0.41354903943377147,0.44168734491315137
lstm_signmag_top2_by_val,0.0009585881766814852,-0.0057098143254099565,0.01741463032150503,0.006668402502091442,-0.023124444646914988,-0.016456042144823546,0.4494167144769554,0.42669362992922144,0.4681555004135649
